,,,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
QueryID:,221,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryCluster:,21,,,,,,,,,,,,,,,,,,,,,,,,,,
TimeInSeconds:,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,
ResultCount:,0,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryID:,222,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryCluster:,22,,,,,,,,,,,,,,,,,,,,,,,,,,
TimeInSeconds:,0.038,,,,,,,,,,,,,,,,,,,,,,,,,,
ResultCount:,10,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryID:,223,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryCluster:,23,,,,,,,,,,,,,,,,,,,,,,,,,,
TimeInSeconds:,0.106,,,,,,,,,,,,,,,,,,,,,,,,,,
ResultCount:,0,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryID:,224,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryCluster:,24,,,,,,,,,,,,,,,,,,,,,,,,,,
TimeInSeconds:,1.183,,,,,,,,,,,,,,,,,,,,,,,,,,
ResultCount:,8,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryID:,225,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryCluster:,25,,,,,,,,,,,,,,,,,,,,,,,,,,
TimeInSeconds:,0.044,,,,,,,,,,,,,,,,,,,,,,,,,,
ResultCount:,10,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryID:,226,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryCluster:,1,,,,,,,,,,,,,,,,,,,,,,,,,,
TimeInSeconds:,0.045,,,,,,,,,,,,,,,,,,,,,,,,,,
ResultCount:,1,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryID:,227,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryCluster:,2,,,,,,,,,,,,,,,,,,,,,,,,,,
TimeInSeconds:,0.082,,,,,,,,,,,,,,,,,,,,,,,,,,
ResultCount:,3,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryID:,228,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryCluster:,3,,,,,,,,,,,,,,,,,,,,,,,,,,
TimeInSeconds:,0.042,,,,,,,,,,,,,,,,,,,,,,,,,,
ResultCount:,10,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryID:,229,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryCluster:,4,,,,,,,,,,,,,,,,,,,,,,,,,,
TimeInSeconds:,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,
ResultCount:,1,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryID:,230,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryCluster:,5,,,,,,,,,,,,,,,,,,,,,,,,,,
TimeInSeconds:,0.089,,,,,,,,,,,,,,,,,,,,,,,,,,
ResultCount:,0,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryID:,231,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryCluster:,6,,,,,,,,,,,,,,,,,,,,,,,,,,
TimeInSeconds:,7.13,,,,,,,,,,,,,,,,,,,,,,,,,,
ResultCount:,10,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryID:,232,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryCluster:,7,,,,,,,,,,,,,,,,,,,,,,,,,,
TimeInSeconds:,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,
ResultCount:,0,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryID:,233,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryCluster:,8,,,,,,,,,,,,,,,,,,,,,,,,,,
TimeInSeconds:,0.042,,,,,,,,,,,,,,,,,,,,,,,,,,
ResultCount:,0,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryID:,234,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryCluster:,9,,,,,,,,,,,,,,,,,,,,,,,,,,
TimeInSeconds:,0.028,,,,,,,,,,,,,,,,,,,,,,,,,,
ResultCount:,0,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryID:,235,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryCluster:,10,,,,,,,,,,,,,,,,,,,,,,,,,,
TimeInSeconds:,0.048,,,,,,,,,,,,,,,,,,,,,,,,,,
ResultCount:,0,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryID:,236,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryCluster:,11,,,,,,,,,,,,,,,,,,,,,,,,,,
TimeInSeconds:,0.021,,,,,,,,,,,,,,,,,,,,,,,,,,
ResultCount:,0,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryID:,237,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryCluster:,12,,,,,,,,,,,,,,,,,,,,,,,,,,
TimeInSeconds:,0.069,,,,,,,,,,,,,,,,,,,,,,,,,,
ResultCount:,0,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryID:,238,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryCluster:,13,,,,,,,,,,,,,,,,,,,,,,,,,,
TimeInSeconds:,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,
ResultCount:,0,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryID:,239,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryCluster:,14,,,,,,,,,,,,,,,,,,,,,,,,,,
TimeInSeconds:,0.029,,,,,,,,,,,,,,,,,,,,,,,,,,
ResultCount:,0,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryID:,240,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryCluster:,15,,,,,,,,,,,,,,,,,,,,,,,,,,
TimeInSeconds:,0.033,,,,,,,,,,,,,,,,,,,,,,,,,,
ResultCount:,0,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryID:,241,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryCluster:,16,,,,,,,,,,,,,,,,,,,,,,,,,,
TimeInSeconds:,0.028,,,,,,,,,,,,,,,,,,,,,,,,,,
ResultCount:,0,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryID:,242,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryCluster:,17,,,,,,,,,,,,,,,,,,,,,,,,,,
TimeInSeconds:,0.036,,,,,,,,,,,,,,,,,,,,,,,,,,
ResultCount:,0,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryID:,243,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryCluster:,18,,,,,,,,,,,,,,,,,,,,,,,,,,
TimeInSeconds:,0.037,,,,,,,,,,,,,,,,,,,,,,,,,,
ResultCount:,1,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryID:,244,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryCluster:,19,,,,,,,,,,,,,,,,,,,,,,,,,,
TimeInSeconds:,0.115,,,,,,,,,,,,,,,,,,,,,,,,,,
ResultCount:,10,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryID:,245,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryCluster:,20,,,,,,,,,,,,,,,,,,,,,,,,,,
TimeInSeconds:,0.061,,,,,,,,,,,,,,,,,,,,,,,,,,
ResultCount:,0,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryID:,246,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryCluster:,21,,,,,,,,,,,,,,,,,,,,,,,,,,
TimeInSeconds:,23.032,,,,,,,,,,,,,,,,,,,,,,,,,,
ResultCount:,6,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryID:,247,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryCluster:,22,,,,,,,,,,,,,,,,,,,,,,,,,,
TimeInSeconds:,0.516,,,,,,,,,,,,,,,,,,,,,,,,,,
ResultCount:,5,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryID:,248,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryCluster:,23,,,,,,,,,,,,,,,,,,,,,,,,,,
TimeInSeconds:,0.164,,,,,,,,,,,,,,,,,,,,,,,,,,
ResultCount:,0,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryID:,249,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryCluster:,24,,,,,,,,,,,,,,,,,,,,,,,,,,
TimeInSeconds:,1.531,,,,,,,,,,,,,,,,,,,,,,,,,,
ResultCount:,10,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryID:,250,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryCluster:,25,,,,,,,,,,,,,,,,,,,,,,,,,,
TimeInSeconds:,0.131,,,,,,,,,,,,,,,,,,,,,,,,,,
ResultCount:,10,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryID:,251,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryCluster:,1,,,,,,,,,,,,,,,,,,,,,,,,,,
TimeInSeconds:,0.046,,,,,,,,,,,,,,,,,,,,,,,,,,
ResultCount:,1,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryID:,252,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryCluster:,2,,,,,,,,,,,,,,,,,,,,,,,,,,
TimeInSeconds:,0.066,,,,,,,,,,,,,,,,,,,,,,,,,,
ResultCount:,10,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryID:,253,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryCluster:,3,,,,,,,,,,,,,,,,,,,,,,,,,,
TimeInSeconds:,0.181,,,,,,,,,,,,,,,,,,,,,,,,,,
ResultCount:,10,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryID:,254,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryCluster:,4,,,,,,,,,,,,,,,,,,,,,,,,,,
TimeInSeconds:,0.061,,,,,,,,,,,,,,,,,,,,,,,,,,
ResultCount:,1,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryID:,255,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryCluster:,5,,,,,,,,,,,,,,,,,,,,,,,,,,
TimeInSeconds:,0.17,,,,,,,,,,,,,,,,,,,,,,,,,,
ResultCount:,0,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryID:,256,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryCluster:,6,,,,,,,,,,,,,,,,,,,,,,,,,,
TimeInSeconds:,2.966,,,,,,,,,,,,,,,,,,,,,,,,,,
ResultCount:,10,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryID:,257,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryCluster:,7,,,,,,,,,,,,,,,,,,,,,,,,,,
TimeInSeconds:,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,
ResultCount:,0,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryID:,258,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryCluster:,8,,,,,,,,,,,,,,,,,,,,,,,,,,
TimeInSeconds:,0.074,,,,,,,,,,,,,,,,,,,,,,,,,,
ResultCount:,1,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryID:,259,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryCluster:,9,,,,,,,,,,,,,,,,,,,,,,,,,,
TimeInSeconds:,0.026,,,,,,,,,,,,,,,,,,,,,,,,,,
ResultCount:,0,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryID:,260,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryCluster:,10,,,,,,,,,,,,,,,,,,,,,,,,,,
TimeInSeconds:,0.038,,,,,,,,,,,,,,,,,,,,,,,,,,
ResultCount:,0,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryID:,261,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryCluster:,11,,,,,,,,,,,,,,,,,,,,,,,,,,
TimeInSeconds:,0.062,,,,,,,,,,,,,,,,,,,,,,,,,,
ResultCount:,0,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryID:,262,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryCluster:,12,,,,,,,,,,,,,,,,,,,,,,,,,,
TimeInSeconds:,0.035,,,,,,,,,,,,,,,,,,,,,,,,,,
ResultCount:,2,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryID:,263,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryCluster:,13,,,,,,,,,,,,,,,,,,,,,,,,,,
TimeInSeconds:,0.124,,,,,,,,,,,,,,,,,,,,,,,,,,
ResultCount:,3,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryID:,264,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryCluster:,14,,,,,,,,,,,,,,,,,,,,,,,,,,
TimeInSeconds:,0.046,,,,,,,,,,,,,,,,,,,,,,,,,,
ResultCount:,1,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryID:,265,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryCluster:,15,,,,,,,,,,,,,,,,,,,,,,,,,,
TimeInSeconds:,0.044,,,,,,,,,,,,,,,,,,,,,,,,,,
ResultCount:,0,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryID:,266,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryCluster:,16,,,,,,,,,,,,,,,,,,,,,,,,,,
TimeInSeconds:,0.045,,,,,,,,,,,,,,,,,,,,,,,,,,
ResultCount:,0,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryID:,267,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryCluster:,17,,,,,,,,,,,,,,,,,,,,,,,,,,
TimeInSeconds:,0.029,,,,,,,,,,,,,,,,,,,,,,,,,,
ResultCount:,0,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryID:,268,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryCluster:,18,,,,,,,,,,,,,,,,,,,,,,,,,,
TimeInSeconds:,0.076,,,,,,,,,,,,,,,,,,,,,,,,,,
ResultCount:,2,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryID:,269,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryCluster:,19,,,,,,,,,,,,,,,,,,,,,,,,,,
TimeInSeconds:,0.038,,,,,,,,,,,,,,,,,,,,,,,,,,
ResultCount:,0,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryID:,270,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryCluster:,20,,,,,,,,,,,,,,,,,,,,,,,,,,
TimeInSeconds:,0.068,,,,,,,,,,,,,,,,,,,,,,,,,,
ResultCount:,0,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryID:,271,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryCluster:,21,,,,,,,,,,,,,,,,,,,,,,,,,,
TimeInSeconds:,22.67,,,,,,,,,,,,,,,,,,,,,,,,,,
ResultCount:,1,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryID:,272,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryCluster:,22,,,,,,,,,,,,,,,,,,,,,,,,,,
TimeInSeconds:,0.054,,,,,,,,,,,,,,,,,,,,,,,,,,
ResultCount:,0,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryID:,273,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryCluster:,23,,,,,,,,,,,,,,,,,,,,,,,,,,
TimeInSeconds:,0.223,,,,,,,,,,,,,,,,,,,,,,,,,,
ResultCount:,3,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryID:,274,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryCluster:,24,,,,,,,,,,,,,,,,,,,,,,,,,,
TimeInSeconds:,0.098,,,,,,,,,,,,,,,,,,,,,,,,,,
ResultCount:,10,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryID:,275,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryCluster:,25,,,,,,,,,,,,,,,,,,,,,,,,,,
TimeInSeconds:,0.025,,,,,,,,,,,,,,,,,,,,,,,,,,
ResultCount:,10,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryID:,276,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryCluster:,1,,,,,,,,,,,,,,,,,,,,,,,,,,
TimeInSeconds:,0.084,,,,,,,,,,,,,,,,,,,,,,,,,,
ResultCount:,0,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryID:,277,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryCluster:,2,,,,,,,,,,,,,,,,,,,,,,,,,,
TimeInSeconds:,0.131,,,,,,,,,,,,,,,,,,,,,,,,,,
ResultCount:,10,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryID:,278,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryCluster:,3,,,,,,,,,,,,,,,,,,,,,,,,,,
TimeInSeconds:,0.075,,,,,,,,,,,,,,,,,,,,,,,,,,
ResultCount:,0,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryID:,279,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryCluster:,4,,,,,,,,,,,,,,,,,,,,,,,,,,
TimeInSeconds:,0.089,,,,,,,,,,,,,,,,,,,,,,,,,,
ResultCount:,1,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryID:,280,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryCluster:,5,,,,,,,,,,,,,,,,,,,,,,,,,,
TimeInSeconds:,1.723,,,,,,,,,,,,,,,,,,,,,,,,,,
ResultCount:,0,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryID:,281,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryCluster:,6,,,,,,,,,,,,,,,,,,,,,,,,,,
TimeInSeconds:,0.964,,,,,,,,,,,,,,,,,,,,,,,,,,
ResultCount:,10,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryID:,282,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryCluster:,7,,,,,,,,,,,,,,,,,,,,,,,,,,
TimeInSeconds:,0.087,,,,,,,,,,,,,,,,,,,,,,,,,,
ResultCount:,0,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryID:,283,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryCluster:,8,,,,,,,,,,,,,,,,,,,,,,,,,,
TimeInSeconds:,0.208,,,,,,,,,,,,,,,,,,,,,,,,,,
ResultCount:,0,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryID:,284,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryCluster:,9,,,,,,,,,,,,,,,,,,,,,,,,,,
TimeInSeconds:,0.121,,,,,,,,,,,,,,,,,,,,,,,,,,
ResultCount:,0,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryID:,285,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryCluster:,10,,,,,,,,,,,,,,,,,,,,,,,,,,
TimeInSeconds:,0.607,,,,,,,,,,,,,,,,,,,,,,,,,,
ResultCount:,0,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryID:,286,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryCluster:,11,,,,,,,,,,,,,,,,,,,,,,,,,,
TimeInSeconds:,0.101,,,,,,,,,,,,,,,,,,,,,,,,,,
ResultCount:,0,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryID:,287,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryCluster:,12,,,,,,,,,,,,,,,,,,,,,,,,,,
TimeInSeconds:,0.17,,,,,,,,,,,,,,,,,,,,,,,,,,
ResultCount:,3,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryID:,288,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryCluster:,13,,,,,,,,,,,,,,,,,,,,,,,,,,
TimeInSeconds:,0.058,,,,,,,,,,,,,,,,,,,,,,,,,,
ResultCount:,3,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryID:,289,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryCluster:,14,,,,,,,,,,,,,,,,,,,,,,,,,,
TimeInSeconds:,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,
ResultCount:,0,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryID:,290,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryCluster:,15,,,,,,,,,,,,,,,,,,,,,,,,,,
TimeInSeconds:,0.029,,,,,,,,,,,,,,,,,,,,,,,,,,
ResultCount:,0,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryID:,291,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryCluster:,16,,,,,,,,,,,,,,,,,,,,,,,,,,
TimeInSeconds:,0.026,,,,,,,,,,,,,,,,,,,,,,,,,,
ResultCount:,0,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryID:,292,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryCluster:,17,,,,,,,,,,,,,,,,,,,,,,,,,,
TimeInSeconds:,0.036,,,,,,,,,,,,,,,,,,,,,,,,,,
ResultCount:,0,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryID:,293,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryCluster:,18,,,,,,,,,,,,,,,,,,,,,,,,,,
TimeInSeconds:,0.116,,,,,,,,,,,,,,,,,,,,,,,,,,
ResultCount:,1,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryID:,294,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryCluster:,19,,,,,,,,,,,,,,,,,,,,,,,,,,
TimeInSeconds:,0.093,,,,,,,,,,,,,,,,,,,,,,,,,,
ResultCount:,10,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryID:,295,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryCluster:,20,,,,,,,,,,,,,,,,,,,,,,,,,,
TimeInSeconds:,0.098,,,,,,,,,,,,,,,,,,,,,,,,,,
ResultCount:,3,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryID:,296,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryCluster:,21,,,,,,,,,,,,,,,,,,,,,,,,,,
TimeInSeconds:,7.358,,,,,,,,,,,,,,,,,,,,,,,,,,
ResultCount:,10,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryID:,297,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryCluster:,22,,,,,,,,,,,,,,,,,,,,,,,,,,
TimeInSeconds:,0.067,,,,,,,,,,,,,,,,,,,,,,,,,,
ResultCount:,5,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryID:,298,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryCluster:,23,,,,,,,,,,,,,,,,,,,,,,,,,,
TimeInSeconds:,0.137,,,,,,,,,,,,,,,,,,,,,,,,,,
ResultCount:,1,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryID:,299,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryCluster:,24,,,,,,,,,,,,,,,,,,,,,,,,,,
TimeInSeconds:,0.028,,,,,,,,,,,,,,,,,,,,,,,,,,
ResultCount:,0,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryID:,300,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryCluster:,25,,,,,,,,,,,,,,,,,,,,,,,,,,
TimeInSeconds:,0.052,,,,,,,,,,,,,,,,,,,,,,,,,,
ResultCount:,10,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryID:,301,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryCluster:,1,,,,,,,,,,,,,,,,,,,,,,,,,,
TimeInSeconds:,0.032,,,,,,,,,,,,,,,,,,,,,,,,,,
ResultCount:,1,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryID:,302,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryCluster:,2,,,,,,,,,,,,,,,,,,,,,,,,,,
TimeInSeconds:,0.021,,,,,,,,,,,,,,,,,,,,,,,,,,
ResultCount:,0,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryID:,303,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryCluster:,3,,,,,,,,,,,,,,,,,,,,,,,,,,
TimeInSeconds:,0.024,,,,,,,,,,,,,,,,,,,,,,,,,,
ResultCount:,10,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryID:,304,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryCluster:,4,,,,,,,,,,,,,,,,,,,,,,,,,,
TimeInSeconds:,0.062,,,,,,,,,,,,,,,,,,,,,,,,,,
ResultCount:,4,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryID:,305,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryCluster:,5,,,,,,,,,,,,,,,,,,,,,,,,,,
TimeInSeconds:,0.332,,,,,,,,,,,,,,,,,,,,,,,,,,
ResultCount:,0,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryID:,306,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryCluster:,6,,,,,,,,,,,,,,,,,,,,,,,,,,
TimeInSeconds:,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,
ResultCount:,10,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryID:,307,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryCluster:,7,,,,,,,,,,,,,,,,,,,,,,,,,,
TimeInSeconds:,0.027,,,,,,,,,,,,,,,,,,,,,,,,,,
ResultCount:,1,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryID:,308,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryCluster:,8,,,,,,,,,,,,,,,,,,,,,,,,,,
TimeInSeconds:,0.059,,,,,,,,,,,,,,,,,,,,,,,,,,
ResultCount:,1,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryID:,309,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryCluster:,9,,,,,,,,,,,,,,,,,,,,,,,,,,
TimeInSeconds:,0.037,,,,,,,,,,,,,,,,,,,,,,,,,,
ResultCount:,0,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryID:,310,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryCluster:,10,,,,,,,,,,,,,,,,,,,,,,,,,,
TimeInSeconds:,0.057,,,,,,,,,,,,,,,,,,,,,,,,,,
ResultCount:,0,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryID:,311,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryCluster:,11,,,,,,,,,,,,,,,,,,,,,,,,,,
TimeInSeconds:,0.085,,,,,,,,,,,,,,,,,,,,,,,,,,
ResultCount:,0,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryID:,312,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryCluster:,12,,,,,,,,,,,,,,,,,,,,,,,,,,
TimeInSeconds:,0.019,,,,,,,,,,,,,,,,,,,,,,,,,,
ResultCount:,0,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryID:,313,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryCluster:,13,,,,,,,,,,,,,,,,,,,,,,,,,,
TimeInSeconds:,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,
ResultCount:,3,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryID:,314,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryCluster:,14,,,,,,,,,,,,,,,,,,,,,,,,,,
TimeInSeconds:,0.043,,,,,,,,,,,,,,,,,,,,,,,,,,
ResultCount:,0,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryID:,315,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryCluster:,15,,,,,,,,,,,,,,,,,,,,,,,,,,
TimeInSeconds:,0.041,,,,,,,,,,,,,,,,,,,,,,,,,,
ResultCount:,0,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryID:,316,,,,,,,,,,,,,,,,,,,,,,,,,,
QueryCluster:,16,,,,,,,,,,,,,,,,,,,,,,,,,,
TimeInSeconds:,0.037,,,,,,,,,,,,,,,,,,,,,,,,,,
ResultCount:,0,,,,,,,,,,,,,,,,,,,,,,,,,,
